Username,Text,Hashtags,Followers,Friends
jehfropew,Attorneys of man at center of viral arrest video demand action as he remains in jail https://t.co/nhtlNLLrIi via… https://t.co/zGqbU4eftc,,303,643
LeamonReginald, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",584,820
Maillots__NBA," In the latest episode of Life in the Bubble, our media bus has been stopped by protesters against the Orange County She…",,200,961
caz54552483," The decisions @DanielAndrewsMP has made in response to the #COVID19Vic outbreak has saved thousands of lives, both related an…",['COVID19Vic'],45,211
Knight201701," We have done a strong, disciplined job controlling #COVID in #NorthernNevada, to keep spread at least within our hospit…","['COVID', 'NorthernNevada']",2780,4178
BlackPressRadio,"RALLY CALLED FOR SEPTEMBER 13, 2020 to discuss #BlackLivesmatter #BlackTWitter https://t.co/n1Hqqb7z8K","['BlackLivesmatter', 'BlackTWitter']",5205,2721
jimblk914," Wow 🤩 NAVADA LOVES @realDonaldTrump 🇺🇸👊🏼🇺🇸 

so do normal AMERICANS! 

#RedWave2020 ♥️
#VoteRedToSaveAmerica2020 #Trump…","['RedWave2020', 'VoteRedToSaveAmerica2020', 'Trump']",491,689
sweeneykitkat,"@Stray_Inc @kathrn_childs And for those saying that #Covid-19 is mostly mild cases, I then point out that vaccine i… https://t.co/wn4UhCOEMa",['Covid'],329,787
Quit1212,"@DPWIMM @realDonaldTrump I literally have never heard of boo boo baby boys. 
But you hear non stop bullshit regardi… https://t.co/T6vHTQLtye",,82,253
QuattlebaumLisa, California is the new Sodom and Gomorrah. I am waiting for California to fall into the ocean!  #ChildrensLivesMatter  #Sa…,['ChildrensLivesMatter'],1038,1498
IsitZachorZack,he means jews,,1879,1065
alvysgc, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",341,314
DaharwalK,"India's 
#COVID-19 case tally crosses 47Lcs mark with a spike of 94,372 new cases &amp;1114 deaths in the last 24hr. 
T… https://t.co/S7ZAodJ2ID",['COVID'],1774,723
SilkySkyKitten,"RT @BenjaminMillar: Australian police: Stop ""importing"" #BlackLivesMatter from the US to Australia, we have no such issues.

Also:",['BlackLivesMatter'],154,369
pamela01263491, Roger Stone calls for Trump to seize total power if he loses the election | Media Matters for America// Michael Cohen said he…,,1,57
Hannahhjohnson5," - Breonna Taylor 
- Elijah McClain 
- Ahmaud Arbery 
- Trayvon Martin 
- George Floyd 
- Philando Castile
- Tamir Rice…",,413,332
jenhill,"So, it looks like B&amp;T daughters meet Hendrix — and my take away is GOD ON A BICYCLE I hope my peers have taught the… https://t.co/KkksLMM2Wo",,1581,2399
Mamacita4life,RT @CommodusJTrump: We MISSED our POTUS!!!!😊😊😊 https://t.co/zYy9zUGLO6,,5804,5842
Briley_Webb, Looks like @michpoligal has deleted her tweets about getting kicked out of #Trump rally in MI Thurs. I like and respect Kath…,['Trump'],238,953
katkner, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",20857,22600
brkily,"RT @DemWrite: Johnson City, TN:

A #BlackLivesMatter protestor was literally run over, presumably by a racist POS. Anybody get that license…",['BlackLivesMatter'],609,2917
LefeverGuy," #BlackLivesMatter If black lives really mattered; 
they’d be tearing down crack houses instead of statues.",['BlackLivesMatter'],0,10
46andtoosober, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",20,24
AmBeautifulShow,Too long. Imagine all the people they will infect w #COVID19 before realizing they have it. Here an expert explains… https://t.co/IxfEnzp9ov,['COVID19'],2622,4969
vickilb99, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",7313,8044
AA7YA, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",2443,4788
FeaturesPioneer, Thanks a lot @FeaturesPioneer for carrying my views about “Co Covid” as I strongly believe this could be a Upsurge Moment…,,164,38
thebestinmiami,"RT @humptapuss: It tried to stab me in the butt with its dagger! 😭 #MeToo

https://t.co/BHBU6X9NPs",['MeToo'],484,599
MBBCoachAl, @realDonaldTrump Sleepy Joe can do push ups. And jog. And ride a bike. And is in great shape. You? You’re obese. You can’t…,,448,454
Whiskey100Proof,"RT @rubble30: This lady just retweeted my post with her alt left fake facts. 👇🏻👇🏻👇🏻
Psssst.....not smart lady...,. https://t.co/u2MjLASVJp",,65677,64205
David451David," Desert Storm Vet 🇺🇸 I follow back within 4 hours
#Twittersucks #Trump  #AmericaFirst  #Trump2020  #MAGA  
@realDonaldTru…","['Twittersucks', 'Trump', 'AmericaFirst', 'Trump2020', 'MAGA']",7086,7092
FreeWithTrump,RT @Sam99AZ: This is a Must watch... (if you are a deplorable)👍👍 https://t.co/vH2EOqjYzO,,3437,1820
Super_Explorer,Reason why @TheDemocrats are the biggest obstacles for saving America?   #DefundThePolice #DNCExit #BLM… https://t.co/GwOWp3xZOm,"['DefundThePolice', 'DNCExit', 'BLM']",550,2528
mooocash,RT @charli_xcx: drawing by @peomichie 💘 #blacklivesmatter #educateyourself https://t.co/jRTEVx8WkU,"['blacklivesmatter', 'educateyourself']",82,269
ItsTheQuestion, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",346,720
jenniferelster,Trump officials interfered with CDC reports on #Covid-19 #ReduceRiskReduceExposure  https://t.co/V1AqYJHvTE,"['Covid', 'ReduceRiskReduceExposure']",2643,981
Angie_23X,@WineDiverGirl @BostonJudy3 #BLM #TakeAKnee #SayHisName What Team♥️,"['BLM', 'TakeAKnee', 'SayHisName']",153,347
RRuss5, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",2427,3678
ZeroDarkTwenty3," In the latest episode of Life in the Bubble, our media bus has been stopped by protesters against the Orange County She…",,6370,2556
amjross," During a moment of silence to support the BLM movement, people booing and asking us not to make things political is ridiculo…",,400,3785
Ginger_Snap_68, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",2912,3297
elphdriver,"RT @MariaTeresa1: Maria Teresa Kumar: Trump ‘directly responsible for the cause of death’

February 7th Trump admitted that #COVID was more…",['COVID'],379,1617
DashonJ2, My little cousin(17 YEARS OLD) was shot in the back TWICE &amp; killed this summer by Cobb County Police this summer back in Jul…,,38,129
jln4416," The Russian puppet #Trump can lie all he wants, but it will never change the truth.

My favorite president is Barack Oba…",['Trump'],36,143
dpeach777," @Acyn #Trump knee #COVID19 was spread by air but he had to have is indoors, maskless rallies. He basically killed Herman Cain.…","['Trump', 'COVID19']",28,185
umrt97cutter," - Breonna Taylor 
- Elijah McClain 
- Ahmaud Arbery 
- Trayvon Martin 
- George Floyd 
- Philando Castile
- Tamir Rice…",,40,933
Penny_G,"RT @MariaTeresa1: Maria Teresa Kumar: Trump ‘directly responsible for the cause of death’

February 7th Trump admitted that #COVID was more…",['COVID'],6687,7356
FmrSpkrRyan,@NotJeffEpstein @IDopollls But we created the airbag to prevent car accidents from happening. #MeToo is designed to be that airbag,['MeToo'],594,713
carla_wessells, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",448,1360
JAMESHGRACEY2, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",573,1097
joshbecker1997,RT @KaeUnruly: This isn't just a trend. #BLM https://t.co/fbmMC3PMRZ,['BLM'],88,259
Redted797,#Trump and his #Covid2020Tour,"['Trump', 'Covid2020Tour']",569,382
CWalkerVegas22,People attacking #BlackLivesMatter and the #NFL over ONE LUNATIC shooting cops in LA.  Unbelievable!! And is there… https://t.co/OWktJXVSed,"['BlackLivesMatter', 'NFL']",114,1708
JanetSkilton," Want some intelligent, freewheeling conversation for a Saturday evening?  Check out @johnsweeneyroar talking to me about…",,5231,5718
JeanVicki,"RT @AndyOstroy: Dear America: After #Trump loses Nov 3, the 2 1/2 months between Election Day and Inauguration Day are gonna be the absolut…",['Trump'],92,208
clarissar2003,@BuffaloBills @NFL Have these officers sacrificed enough to be on the back of your helmets? #BlackLivesMatter  #blm… https://t.co/ntqk8pYGGE,"['BlackLivesMatter', 'blm']",92,329
DLEdwardsJr," - Breonna Taylor 
- Elijah McClain 
- Ahmaud Arbery 
- Trayvon Martin 
- George Floyd 
- Philando Castile
- Tamir Rice…",,153,706
FairPlayDetroit,"RT @Blklivesmatter: We salute you fam! ✊🏾✊🏾✊🏾

@naomiosaka thank you for reminding the world that #BlackLivesMatter https://t.co/iaDFaX6frM",['BlackLivesMatter'],21,80
Kellys_Hope," @realDonaldTrump
This is unprecedented, see people rushing &amp; running towards #Trump rally. Only the best President ever ge…",['Trump'],2249,2613
QBelleOfTheBall, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",4508,5001
RuffusMD, @Chicago1Ray 💉VAX OBSESSED BILL GATES—IN CONJUNCTION WITH MASTERCARD—USING WEST AFRICANS AS GUINEA PIGS FOR HIS ‘TRUST…,,10461,10699
1lynks14," The Russian puppet #Trump can lie all he wants, but it will never change the truth.

My favorite president is Barack Oba…",['Trump'],16142,17721
cine31,"VOTE PALPATINE! All Long Sleeves T-Shirts $15 @TeePublic Sale ENDS TODAY 

https://t.co/6kOLaqOyXF 
#hoodies… https://t.co/deSJVcSxjf",['hoodies'],1494,4965
EdenEllerdale,"RT @GrogsGamut: Scott Morrison: ""we shouldn’t be importing the things that are happening overseas to Australia.""",,639,1125
danielaaalex, My little cousin(17 YEARS OLD) was shot in the back TWICE &amp; killed this summer by Cobb County Police this summer back in Jul…,,653,564
ramirezkevien,RT @KaeUnruly: This isn't just a trend. #BLM https://t.co/fbmMC3PMRZ,['BLM'],150,128
ChibuikeJusti10," The items, which were donated by the private sector-led Coalition Against #COVID 19 (CACOVID), will be distributed to 179…",['COVID'],1,15
lm_rusty, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",1958,1664
FloLake," Twitter needs to step up and push to have the McCloskeys arrested , I j article says they are considering charges, let’s t…",,9354,8774
DanFuckingWiese, This execution attempt is the opposite of what James is saying. It’s clearly a gang hit. Two LA County sheriffs were ambush…,,95,1596
Ceily18, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",1420,1836
TruBluRayne,"No suspects have been found yet and it's impossible to see the race, political affiliation or ideology of the suspe… https://t.co/12MvFAKCaL",,4392,4885
KirklandReader," In Woodward's book, Trump is quoted saying he played down the virus so as not to ""cause a panic."" That's like a weatherman…",,3064,3558
ShayRobin48, only a start...,,1561,1310
TheEye1984, Protect this woman at all cost. #BlackLivesMatter,['BlackLivesMatter'],369,680
joejack98823235," #BLM and #Antifa called for attacks on cops, Just like the Black Liberation Army, Black Panther Party, and the Weather Un…","['BLM', 'Antifa']",3662,4998
mamachangus,"RT @AndyOstroy: Dear America: After #Trump loses Nov 3, the 2 1/2 months between Election Day and Inauguration Day are gonna be the absolut…",['Trump'],259,422
into_thefuture, The logic of the argument here is pretty much the same as what happened at the strategic level prior to 9/11. As Richard…,,1347,175
earlforagirl," “The White Savior Complex” is a condition in which White Liberals tell POC that we are weak, defenseless, oppressed, victims…",,318,294
FrankyHui3," Desperate, hopeless and depressed, a mother of #12hkyouths burst into tears when telling her son is sick w/o medicine in…",['12hkyouths'],4,24
PaperTowel54," Kamala Harris slept her way into positions of power
She told a rapist she was proud of him
And she is the VP candidate for…",,214,365
patriotQT, We MISSED our POTUS!!!!😊😊😊,,431,699
kenyaaafuckonme," No one should be treated this way. #RoderickWalker is a son, brother, father and native of Atlanta. Release him from th…",['RoderickWalker'],11847,1645
KimRowston,Some #wisdompearls  Baz Lurhman style that are very applicable to life &amp; times during a pandemic:… https://t.co/K0AtQLDseA,['wisdompearls'],1072,1794
femalepatriot2," Kamala Harris slept her way into positions of power
She told a rapist she was proud of him
And she is the VP candidate for…",,121,1005
HabsburgHugh,"RT @MariaTeresa1: Maria Teresa Kumar: Trump ‘directly responsible for the cause of death’

February 7th Trump admitted that #COVID was more…",['COVID'],4,195
thebipolarbooks,@familyunequal @realDonaldTrump #BLM is responsible for anger against cops.,['BLM'],909,1843
milfofthepoppy," No one should be treated this way. #RoderickWalker is a son, brother, father and native of Atlanta. Release him from th…",['RoderickWalker'],28,263
jamunachinnu," #BiggBoss14 had HIGHEST NUMBER of #FakeFeminsts

Everyday Women-Card was played atleast once &amp; the WORST PART was #MeToo use…","['BiggBoss14', 'FakeFeminsts', 'MeToo']",2,1
viktoriae87, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",435,1030
DoHoangQuyen, Thanks to all who participated in day one of the charity auction. Your generosity and compassion blew me away. This a tease f…,,45,205
xbarbieboi,RT @KaeUnruly: This isn't just a trend. #BLM https://t.co/fbmMC3PMRZ,['BLM'],704,592
UTruthcast,@RoninSamTripoli Watch how all the #metoo chics support this shit and they wonder why Hollywood is so fucked up.,['metoo'],663,1360
MNEG03,RT @MariaConchita_A: Maduro's Socialist Party Backs #Biden for U.S. Presidency @PanAmPost_es https://t.co/RbBtLHveu1,['Biden'],5293,5241
KevinJWatt1," Kamala Harris slept her way into positions of power
She told a rapist she was proud of him
And she is the VP candidate for…",,5471,5849
ComentsOfReason,"PoS @realDonaldTrump #trump is an #Arrogant #LyingTrump who, like his worthless-as-FLOUS wife,
 #TrumpDoesntCare… https://t.co/UPzHtS34IC","['trump', 'Arrogant', 'LyingTrump', 'TrumpDoesntCare']",4,39
DittoEmma, Big demo today against corona psychosis in #Poland,['Poland'],84,109
ruthyvonnestory," TRIGGER WARNING ⚠️ — JOHNSON CITY, TN

""Tonight at a peaceful protest for #BlackLivesMatter a car brutally ran over a phot…",['BlackLivesMatter'],306,157
Y_LHongKonger," Desperate, hopeless and depressed, a mother of #12hkyouths burst into tears when telling her son is sick w/o medicine in…",['12hkyouths'],511,665
TheBeckyBecksss," This man was PASSENGER in a Lyft that was pulled over in Clayton County GA for a TAIL LIGHT that was out.

Police asked hi…",,497,1345
halo4270, Every election cycle #Democrats and their #Antifa and #BLM funded agitators gin up hatred of the police to get votes. W…,"['Democrats', 'Antifa', 'BLM']",1243,1041
TinaMar41226381,"RT @alexmjordan: You're right: #TrumpDoesntCare about your #trends, your #fakenews narratives, your baseless slander &amp; 24/7 lies. And neith…","['TrumpDoesntCare', 'trends', 'fakenews']",894,1433
